ncbi,genome,description,gid,ncbi_taxonomy
35,gn:T01558,"mfu, 35; Corallococcus macrosporus HW-1 (Myxococcus fulvus HW-1)",mfu,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus macrosporus
862965,gn:T01605,"hpr, 862965; Haemophilus parainfluenzae T3T1",hpr,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus parainfluenzae
862966,gn:T02831,"siu, 862966; Streptococcus intermedius C270",siu,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus intermedius
862967,gn:T02830,"sib, 862967; Streptococcus intermedius B196",sib,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus intermedius
862968,gn:T02834,"scos, 862968; Streptococcus constellatus subsp. pharyngis C818",scos,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus
862969,gn:T02832,"scg, 862969; Streptococcus constellatus subsp. pharyngis C1050",scg,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus
862970,gn:T02828,"sang, 862970; Streptococcus anginosus C1051",sang,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus
862971,gn:T02829,"sanc, 862971; Streptococcus anginosus C238",sanc,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus
863372,gn:T05937,"hhf, 863372; Herbaspirillum huttiense NFYY 53159",hhf,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum huttiense
863638,gn:T01864,"cay, 863638; Clostridium acetobutylicum EA 2018",cay,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium acetobutylicum
863767,gn:T02221,"lmz, 863767; Listeria monocytogenes serotype 7 SLCC2482",lmz,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
864564,gn:T03978,"pdo, 864564; Parascardovia denticolens DSM 10105 = JCM 12538",pdo,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens
864803,gn:T03415,"cbz, 864803; Clostridium beijerinckii ATCC 35702",cbz,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii
864828,gn:T06138,"mum, 864828; Massilia umbonata DSMZ 26121",mum,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia umbonata
865867,gn:T02595,"mmym, 865867; Mycoplasma mycoides subsp. mycoides SC Gladysdale",mmym,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mycoides
865938,gn:T01441,"wvi, 865938; Weeksella virosa DSM 16922",wvi,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Weeksella;s__Weeksella virosa
866344,gn:T01910,"hef, 866344; Helicobacter pylori F16",hef,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
866345,gn:T01895,"hpf, 866345; Helicobacter pylori F30",hpf,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
866346,gn:T01912,"hex, 866346; Helicobacter pylori F57",hex,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
866536,gn:T02134,"bbd, 866536; Belliella baltica DSM 15883",bbd,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella baltica
866629,gn:T02144,"mlh, MYCL9, 866629; Mycoplasma leachii 99/014/6",mlh,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma leachii
866630,gn:T01395,"hif, 866630; Haemophilus influenzae F3031 (nontypeable)",hif,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae
866768,gn:T00939,"ebd, ECOLX, 866768; Escherichia coli BL21-Gold(DE3)pLysS AG",ebd,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
866775,gn:T01447,"aur, 866775; Aerococcus urinae ACS-120-V-Col10a",aur,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinae
866777,gn:T01844,"bbv, 866777; Bifidobacterium breve ACS-071-V-Sch8b",bbv,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve
866790,gn:T04009,"metc, 866790; Methanothermobacter sp. CaT2",metc,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__
866895,gn:T02031,"hhd, 866895; Halobacillus halophilus DSM 2266",hhd,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus halophilus
866913,gn:T02738,"seen, 866913; Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736",seen,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica
867076,gn:T05348,"paih, 867076; Paenibacillus sp. IHB B 3084",paih,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__
867900,gn:T01434,"cly, 867900; Cellulophaga lytica DSM 7489",cly,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga lytica
867902,gn:T02145,"orh, 867902; Ornithobacterium rhinotracheale DSM 15997",orh,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium;s__Ornithobacterium rhinotracheale
867904,gn:T02418,"mhz, 867904; Methanomethylovorans hollandica DSM 15978",mhz,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica
868131,gn:T01509,"mew, 868131; Methanobacterium paludis SWAN1 (Methanobacterium sp. SWAN-1)",mew,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium paludis
868595,gn:T01498,"dca, 868595; Desulfotomaculum nigrificans CO-1-SRB (Desulfotomaculum carboxydivorans CO-1-SRB)",dca,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum;s__Desulfotomaculum nigrificans
868597,gn:T01596,"buj, 868597; Stenotrophomonas maltophilia JV3",buj,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia
868864,gn:T01427,"dte, 868864; Desulfurobacterium thermolithotrophum DSM 11699",dte,d__Bacteria;p__Aquificae;c__Aquificae;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Desulfurobacterium;s__Desulfurobacterium thermolithotrophum
869209,gn:T01461,"tsu, 869209; Treponema succinifaciens DSM 2489",tsu,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema succinifaciens
869210,gn:T01457,"mhd, 869210; Marinithermus hydrothermalis DSM 14884",mhd,d__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Marinithermus;s__Marinithermus hydrothermalis
869211,gn:T02016,"stq, 869211; Spirochaeta thermophila DSM 6578",stq,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta thermophila
869212,gn:T02157,"tpx, 869212; Turneriella parva DSM 21527",tpx,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella;s__Turneriella parva
869215,gn:T02074,"snx, 869215; Streptococcus pneumoniae OXC141 (serotype 3)",snx,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869216,gn:T02073,"snv, 869216; Streptococcus pneumoniae INV200 (serotype 14)",snv,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869269,gn:T02072,"sni, 869269; Streptococcus pneumoniae INV104 (serotype 1)",sni,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869303,gn:T02628,"spne, 869303; Streptococcus pneumoniae SPN034156 (serotype 3)",spne,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869304,gn:T02629,"spnu, 869304; Streptococcus pneumoniae SPN034183 (serotype 3)",spnu,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869306,gn:T02630,"spnm, 869306; Streptococcus pneumoniae SPN994038 (serotype 3)",spnm,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869307,gn:T02631,"spno, 869307; Streptococcus pneumoniae SPN994039 (serotype 3)",spno,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869309,gn:T02245,"snu, 869309; Streptococcus pneumoniae SPNA45 (serotype 3)",snu,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae
869727,gn:T01893,"hpi, 869727; Helicobacter pylori 908",hpi,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
869729,gn:T02000,"elu, 869729; Escherichia coli UM146",elu,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
869816,gn:T01870,"suj, 869816; Staphylococcus aureus subsp. aureus JKD6159, community-acquired methicillin-resistant",suj,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus
869886,gn:T06697,"hpel, 869886; Halosimplex pelagicum R2",hpel,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosimplex;s__Halosimplex pelagicum
869889,gn:T06687,"hrr, 869889; Halosimplex rubrum R27",hrr,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosimplex;s__Halosimplex rubrum
870501,gn:T06655,"amol, 870501; Malaciobacter molluscorum LMG 25693 = CECT 7696",amol,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Malaciobacter;s__Arcobacter molluscorum
871271,gn:T01304,"zin, 871271; Candidatus Zinderia insecticola CARI, endosymbiont of Clastoptera arizonana",zin,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Candidatus Zinderia;s__Candidatus Zinderia insecticola
871585,gn:T01684,"acc, ACICP, 871585; Acinetobacter pittii PHEA-2 (Acinetobacter calcoaceticus PHEA-2)",acc,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii
871738,gn:T02996,"drs, 871738; Dehalobacter restrictus DSM 9455",drs,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Dehalobacter;s__Dehalobacter restrictus
871742,gn:T06346,"mfla, 871742; Massilia flava DSM 26639",mfla,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia flava
871963,gn:T02390,"ddl, 871963; Desulfitobacterium dichloroeliminans LMG P-21439",ddl,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium dichloroeliminans
871968,gn:T03599,"dmt, 871968; Desulfitobacterium metallireducens DSM 15288",dmt,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium metallireducens
872331,gn:T01301,"mhr, 872331; Mycoplasma hyorhinis HUB-1",mhr,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hyorhinis
873191,gn:T06891,"adz, 873191; Arcobacter defluvii LMG 25694",adz,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter defluvii
875328,gn:T01512,"mjd, 875328; Mycolicibacter sinensis JDM601 (Mycobacterium sp. JDM601)",mjd,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__Mycolicibacter sinensis
876364,gn:T05072,"cuu, 876364; Cupriavidus sp. USMAA2-4",cuu,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__
877455,gn:T01437,"mel, 877455; Methanobacterium lacus (Methanobacterium sp. AL-21)",mel,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium lacus
877468,gn:T02779,"senn, 877468; Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1",senn,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica
877500,gn:T06853,"aana, 877500; Arcobacter anaerophilus DSM 24636",aana,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter;s__Arcobacter anaerophilus
878220,gn:T03602,"chz, 878220; Chryseobacterium sp. StRB126",chz,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__
879088,gn:T02240,"lmoo, 879088; Listeria monocytogenes SLCC2378 (serotype 4e)",lmoo,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
879089,gn:T02242,"lmot, 879089; Listeria monocytogenes SLCC2540 (serotype 3b)",lmot,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
879090,gn:T02224,"lmos, 879090; Listeria monocytogenes SLCC7179 (serotype 3a)",lmos,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
879243,gn:T01485,"pah, 879243; Porphyromonas asaccharolytica DSM 20707",pah,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica
879274,gn:T04278,"shz, 879274; Shinella sp. HZN7",shz,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__
880070,gn:T01592,"cmr, 880070; Cyclobacterium marinum DSM 745",cmr,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium marinum
880071,gn:T02149,"fli, 880071; Bernardetia litoralis DSM 6794 (Flexibacter litoralis DSM 6794)",fli,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Bernardetiaceae;g__Bernardetia;s__Bernardetia litoralis
880072,gn:T01454,"dao, 880072; Desulfobacca acetoxidans DSM 11109",dao,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Desulfobacca;s__Desulfobacca acetoxidans
880073,gn:T04549,"caby, 880073; Caldithrix abyssi DSM 13497",caby,d__Bacteria;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__Caldithrix abyssi
880074,gn:T02986,"bvs, 880074; Barnesiella viscericola DSM 18177",bvs,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola
880447,gn:T01367,"mlc, 880447; Mycoplasma leachii PG50",mlc,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma leachii
880591,gn:T01338,"kvu, 880591; Ketogulonicigenium vulgare Y25",kvu,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ketogulonicigenium;s__Ketogulonicigenium vulgare
880633,gn:T02217,"lhr, 880633; Lactobacillus helveticus R0052",lhr,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus
880724,gn:T01510,"mig, 880724; Methanotorris igneus Kol 5",mig,d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanotorris;s__Methanotorris igneus
881260,gn:T05993,"ebg, 881260; Enterobacter bugandensis 1367",ebg,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis
881621,gn:T01623,"liv, 881621; Listeria ivanovii subsp. ivanovii PAM 55",liv,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria ivanovii
882020,gn:T02241,"lmoy, 882020; Listeria monocytogenes SLCC2479 (serotype 3c)",lmoy,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
882094,gn:T02247,"lmol, 882094; Listeria monocytogenes L312 (serotype 4b)",lmol,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
882095,gn:T02239,"lmoa, 882095; Listeria monocytogenes ATCC 19117 (serotype 4d)",lmoa,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
882096,gn:T02223,"lmoc, 882096; Listeria monocytogenes SLCC5850 (serotype 1/2a)",lmoc,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
882097,gn:T02222,"lmon, 882097; Listeria monocytogenes SLCC2376 (serotype 4c)",lmon,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes
882102,gn:T01536,"van, 882102; Vibrio anguillarum 775",van,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum
882378,gn:T01355,"brh, 882378; Mycetohabitans rhizoxinica HKI 454 (Burkholderia rhizoxinica HKI 454), endosymbiont of Rhizopus microsporus",brh,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mycetohabitans;s__Mycetohabitans rhizoxinica
882944,gn:T02823,"lag, 882944; Vibrio anguillarum M3",lag,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum
883062,gn:T01328,"bbi, 883062; Bifidobacterium bifidum S17",bbi,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum
884204,gn:T02049,"bpz, 884204; Burkholderia pseudomallei 1026b",bpz,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
885040,gn:T01604,"eas, 885040; Enterobacter soli LF7a",eas,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter soli
885275,gn:T02003,"elc, 885275; Escherichia coli clone D i14",elc,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
885276,gn:T02004,"eld, 885276; Escherichia coli clone D i2",eld,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
885957,gn:T06286,"dov, 885957; Desulfosarcina ovata subsp. sediminis 28bB2T",dov,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfosarcina;s__Desulfosarcina ovata
886293,gn:T02393,"saci, 886293; Singulisphaera acidiphila DSM 18658",saci,d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;s__Singulisphaera acidiphila
886377,gn:T01598,"mrs, 886377; Muricauda ruestringensis DSM 13258",mrs,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda ruestringensis
886882,gn:T01335,"ppm, 886882; Paenibacillus polymyxa SC2",ppm,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa
887061,gn:T01361,"mep, 887061; Methylovorus sp. MP688",mep,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylovorus;s__
887712,gn:T01574,"cto, 887712; Chlamydia trachomatis L2c",cto,d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis
888057,gn:T06075,"aseg, 888057; Aggregatibacter segnis ATCC 33393",aseg,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter segnis
888061,gn:T04289,"doa, 888061; Desulfomicrobium orale DSM 12838",doa,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__Desulfomicrobium orale
888727,gn:T04038,"euu, 888727; Eubacterium sulci ATCC 35585",euu,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Eubacterium] sulci
888845,gn:T04613,"mrm, 888845; Minicystis rosea DSM 24000",mrm,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__Minicystis;s__Minicystis rosea
889378,gn:T01811,"sfc, 889378; Spirochaeta africana DSM 8902",sfc,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta africana
889453,gn:T04906,"asx, 889453; Alkalitalea saponilacus SC/BZ-SP2",asx,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae;g__Alkalitalea;s__Alkalitalea saponilacus
